"seqnames","start","end","width","strand","sum_count","annotation"
"chr2",134718752,134719152,401,"*",31,"promoter"
"chr2",134917860,134918260,401,"*",7,"promoter"
"chr2",134932719,134933119,401,"*",7,"intron"
"chr2",134954668,134955068,401,"*",7,"threeUTR"
"chr2",134956438,134956838,401,"*",18,"threeUTR"
"chr2",134983420,134983820,401,"*",5,"promoter"
"chr2",135057886,135058286,401,"*",9,"threeUTR"
"chr2",135077424,135077824,401,"*",6,"intron"
"chr2",135107992,135108392,401,"*",6,"intron"
"chr2",135123869,135124269,401,"*",6,"promoter"
"chr2",135133669,135134069,401,"*",6,"threeUTR"
"chr2",135241104,135241504,401,"*",3,"intron"
"chr2",135559512,135559912,401,"*",4,"intron"
"chr2",135576518,135576918,401,"*",10,"intron"
"chr2",135616691,135617091,401,"*",11,"CDS"
"chr2",135624345,135624745,401,"*",16,"intron"
"chr2",135645246,135645646,401,"*",16,"promoter"
"chr2",135697027,135697427,401,"*",6,"intron"
"chr2",135724510,135724910,401,"*",7,"threeUTR"
"chr2",135748046,135748446,401,"*",15,"promoter"
"chr2",135772793,135773193,401,"*",4,"intron"
"chr2",135849441,135849841,401,"*",6,"intron"
"chr2",135849475,135849875,401,"*",6,"intron"
"chr2",135856625,135857025,401,"*",13,"CDS"
"chr2",135868617,135869017,401,"*",5,"CDS"
"chr2",135924109,135924509,401,"*",7,"CDS"
"chr2",135924661,135925061,401,"*",5,"intron"
"chr2",135929167,135929567,401,"*",4,"intron"
"chr2",135946060,135946460,401,"*",4,"intron"
"chr2",135964498,135964898,401,"*",8,"intron"
"chr2",136011727,136012127,401,"*",5,"proximal"
"chr2",138137469,138137869,401,"*",5,"intergenic"
"chr2",138410007,138410407,401,"*",2,"intergenic"
"chr2",138449060,138449460,401,"*",5,"intron"
"chr2",138516640,138517040,401,"*",9,"intron"
"chr2",138551968,138552368,401,"*",8,"intron"
"chr2",138569597,138569997,401,"*",6,"threeUTR"
"chr2",138591364,138591764,401,"*",5,"intergenic"
"chr2",141100272,141100672,401,"*",4,"intron"
"chr2",142985804,142986204,401,"*",8,"CDS"
"chr2",142991008,142991408,401,"*",4,"intron"
"chr2",143089859,143090259,401,"*",13,"intergenic"
"chr2",143129225,143129625,401,"*",327,"promoter"
"chr2",143155505,143155905,401,"*",12,"CDS"
"chr2",143331111,143331511,401,"*",4,"intron"
"chr2",143353653,143354053,401,"*",9,"intron"
"chr2",143374865,143375265,401,"*",6,"intron"
"chr2",143375566,143375966,401,"*",6,"intron"
"chr2",143387171,143387571,401,"*",7,"intron"
"chr2",143399873,143400273,401,"*",4,"intron"
"chr2",143399928,143400328,401,"*",4,"intron"
"chr2",143408016,143408416,401,"*",4,"intron"
"chr2",143502675,143503075,401,"*",8,"intron"
"chr2",143536187,143536587,401,"*",5,"intron"
"chr2",143545356,143545756,401,"*",9,"intron"
"chr2",143547088,143547488,401,"*",6,"intron"
"chr2",143564065,143564465,401,"*",4,"exon"
"chr2",143571802,143572202,401,"*",12,"promoter"
"chr2",144246628,144247028,401,"*",6,"intron"
"chr2",144327414,144327814,401,"*",4,"intron"
"chr2",147220345,147220745,401,"*",7,"intergenic"
"chr2",147936871,147937271,401,"*",6,"exon"
"chr2",147958407,147958807,401,"*",14,"promoter"
"chr2",147958745,147959145,401,"*",10,"proximal"
"chr2",147963941,147964341,401,"*",8,"intron"
"chr2",148005614,148006014,401,"*",3,"intron"
"chr2",148021074,148021474,401,"*",617,"promoter"
"chr2",148030285,148030685,401,"*",11,"intron"
"chr2",148031585,148031985,401,"*",2,"intron"
"chr2",148048462,148048862,401,"*",5,"intron"
"chr2",148050676,148051076,401,"*",4,"intron"
"chr2",148057263,148057663,401,"*",8,"intron"
"chr2",148071921,148072321,401,"*",4,"exon"
"chr2",148072803,148073203,401,"*",4,"intron"
"chr2",148142129,148142529,401,"*",4,"intron"
"chr2",148232293,148232693,401,"*",4,"proximal"
"chr2",148308967,148309367,401,"*",4,"intron"
"chr2",148428850,148429250,401,"*",4,"intron"
"chr2",148468548,148468948,401,"*",10,"promoter"
"chr2",148482831,148483231,401,"*",7,"CDS"
"chr2",148518159,148518559,401,"*",7,"intergenic"
"chr2",149029766,149030166,401,"*",4,"intergenic"
"chr2",149136762,149137162,401,"*",9,"intron"
"chr2",149152831,149153231,401,"*",4,"intron"
"chr2",149565180,149565580,401,"*",5,"intergenic"
"chr2",149580408,149580808,401,"*",4,"intron"
"chr2",149587862,149588262,401,"*",9,"promoter"
"chr2",151271362,151271762,401,"*",5,"CDS"
"chr2",151275377,151275777,401,"*",13,"CDS"
"chr2",151276701,151277101,401,"*",5,"intron"
"chr2",151289382,151289782,401,"*",2313,"promoter"
"chr2",151443372,151443772,401,"*",6,"CDS"
"chr2",151458787,151459187,401,"*",8,"CDS"
"chr2",151462055,151462455,401,"*",7,"CDS"
"chr2",151464198,151464598,401,"*",15,"proximal"
"chr2",151465579,151465979,401,"*",12,"CDS"
"chr2",151468194,151468594,401,"*",9,"CDS"
"chr2",151475051,151475451,401,"*",9,"threeUTR"
"chr2",151476137,151476537,401,"*",8,"threeUTR"
"chr2",151802333,151802733,401,"*",9,"threeUTR"
"chr2",151802787,151803187,401,"*",26,"threeUTR"
"chr2",151803966,151804366,401,"*",4,"intron"
"chr2",151805564,151805964,401,"*",4,"intron"
"chr2",152139383,152139783,401,"*",8,"intron"
"chr2",152140082,152140482,401,"*",14,"intron"
"chr2",152156577,152156977,401,"*",4,"intron"
"chr2",152344156,152344556,401,"*",5,"intron"
"chr2",152375851,152376251,401,"*",5,"intron"
"chr2",152422471,152422871,401,"*",4,"intron"
"chr2",152466804,152467204,401,"*",4,"intron"
"chr2",152532783,152533183,401,"*",5,"intron"
"chr2",152635064,152635464,401,"*",10,"exon"
"chr2",152656380,152656780,401,"*",6,"CDS"
"chr2",152663117,152663517,401,"*",18,"CDS"
"chr2",152678981,152679381,401,"*",7,"threeUTR"
"chr2",152692115,152692515,401,"*",7,"intron"
"chr2",153173170,153173570,401,"*",5,"exon"
"chr2",153173235,153173635,401,"*",5,"exon"
"chr2",155108803,155109203,401,"*",8,"intergenic"
"chr2",155218000,155218400,401,"*",9,"intergenic"
"chr2",156325583,156325983,401,"*",7,"threeUTR"
"chr2",156543171,156543571,401,"*",7,"intron"
"chr2",156584088,156584488,401,"*",20,"threeUTR"
"chr2",156584311,156584711,401,"*",20,"threeUTR"
"chr2",156588069,156588469,401,"*",5,"intron"
"chr2",157326454,157326854,401,"*",6,"proximal"
"chr2",157326634,157327034,401,"*",6,"proximal"
"chr2",157360789,157361189,401,"*",6,"intergenic"
"chr2",157368305,157368705,401,"*",4,"intergenic"
"chr2",157380268,157380668,401,"*",6,"promoter"
"chr2",157380749,157381149,401,"*",6,"proximal"
"chr2",157411282,157411682,401,"*",4,"intergenic"
"chr2",157413305,157413705,401,"*",25,"intergenic"
"chr2",157431668,157432068,401,"*",5,"intron"
"chr2",157444610,157445010,401,"*",13,"proximal"
"chr2",157468723,157469123,401,"*",4,"intron"
"chr2",157900340,157900740,401,"*",4,"intron"
"chr2",158127005,158127405,401,"*",6,"proximal"
"chr2",159270674,159271074,401,"*",4,"intron"
"chr2",159334843,159335243,401,"*",11,"intron"
"chr2",159336880,159337280,401,"*",7,"CDS"
"chr2",159404871,159405271,401,"*",19,"CDS"
"chr2",159409207,159409607,401,"*",5,"intron"
"chr2",159428166,159428566,401,"*",5,"CDS"
"chr2",159432546,159432946,401,"*",14,"promoter"
"chr2",159438974,159439374,401,"*",8,"CDS"
"chr2",159444806,159445206,401,"*",4,"exon"
"chr2",159453416,159453816,401,"*",11,"CDS"
"chr2",159478469,159478869,401,"*",8,"fiveUTR"
"chr2",159513857,159514257,401,"*",4,"intron"
"chr2",159549673,159550073,401,"*",3,"intron"
"chr2",159615608,159616008,401,"*",51,"promoter"
"chr2",159709420,159709820,401,"*",9,"intron"
"chr2",159715555,159715955,401,"*",4,"fiveUTR"
"chr2",159730292,159730692,401,"*",5,"intron"
"chr2",159745573,159745973,401,"*",7,"promoter"
"chr2",159750898,159751298,401,"*",7,"intron"
"chr2",159762676,159763076,401,"*",10,"CDS"
"chr2",159777758,159778158,401,"*",5,"CDS"
"chr2",159777908,159778308,401,"*",5,"CDS"
"chr2",159825391,159825791,401,"*",4,"intron"
"chr2",159835298,159835698,401,"*",9,"CDS"
"chr2",159840466,159840866,401,"*",13,"CDS"
"chr2",159846044,159846444,401,"*",5,"intron"
"chr2",159856756,159857156,401,"*",5,"intron"
"chr2",159858951,159859351,401,"*",7,"intron"
"chr2",159886077,159886477,401,"*",6,"CDS"
"chr2",159889683,159890083,401,"*",5,"intron"
"chr2",160363642,160364042,401,"*",7,"intron"
"chr2",161136935,161137335,401,"*",247,"promoter"
"chr2",161158174,161158574,401,"*",9,"intron"
"chr2",161181345,161181745,401,"*",15,"intron"
"chr2",161192590,161192990,401,"*",7,"intron"
"chr2",161193633,161194033,401,"*",10,"intron"
"chr2",161200988,161201388,401,"*",7,"intron"
"chr2",161202782,161203182,401,"*",4,"threeUTR"
"chr2",161205226,161205626,401,"*",5,"intron"
"chr2",161221400,161221800,401,"*",4,"intron"
"chr2",161229603,161230003,401,"*",5,"intron"
"chr2",161234574,161234974,401,"*",16,"intron"
"chr2",161247688,161248088,401,"*",5,"exon"
"chr2",161316423,161316823,401,"*",12,"fiveUTR"
"chr2",161367711,161368111,401,"*",9,"CDS"
"chr2",161370030,161370430,401,"*",13,"CDS"
"chr2",162002608,162003008,401,"*",5,"intron"
"chr2",162016547,162016947,401,"*",8,"threeUTR"
"chr2",162272471,162272871,401,"*",4,"intron"
"chr2",162272477,162272877,401,"*",4,"intron"
"chr2",162272521,162272921,401,"*",4,"intron"
"chr2",162274295,162274695,401,"*",7,"intron"
"chr2",162276790,162277190,401,"*",11,"threeUTR"
"chr2",162279824,162280224,401,"*",6,"threeUTR"
"chr2",162301807,162302207,401,"*",4,"intron"
"chr2",162328410,162328810,401,"*",16,"intron"
"chr2",162383223,162383623,401,"*",5,"intron"
"chr2",165942978,165943378,401,"*",6,"threeUTR"
"chr2",168471210,168471610,401,"*",4,"intron"
"chr2",168567599,168567999,401,"*",4,"intron"
"chr2",168617949,168618349,401,"*",6,"intron"
"chr2",168664850,168665250,401,"*",4,"intron"
"chr2",168664995,168665395,401,"*",4,"intron"
"chr2",168712703,168713103,401,"*",8,"intron"
"chr2",168715187,168715587,401,"*",8,"intron"
"chr2",168742566,168742966,401,"*",9,"intron"
"chr2",168752695,168753095,401,"*",5,"intron"
"chr2",168769477,168769877,401,"*",11,"threeUTR"
"chr2",168769777,168770177,401,"*",19,"threeUTR"
"chr2",168873148,168873548,401,"*",9,"intron"
"chr2",168873151,168873551,401,"*",9,"intron"
"chr2",169533111,169533511,401,"*",7,"intron"
"chr2",169546230,169546630,401,"*",12,"CDS"
"chr2",169553593,169553993,401,"*",4,"intron"
"chr2",169610085,169610485,401,"*",4,"exon"
"chr2",169611797,169612197,401,"*",5,"intron"
"chr2",169630604,169631004,401,"*",64,"promoter"
"chr2",169631428,169631828,401,"*",13,"promoter"
"chr2",169638589,169638989,401,"*",9,"threeUTR"
"chr2",169799203,169799603,401,"*",8,"promoter"
"chr2",169806860,169807260,401,"*",39,"promoter"
"chr2",169810502,169810902,401,"*",39,"CDS"
"chr2",169884374,169884774,401,"*",6,"intron"
"chr2",169924001,169924401,401,"*",17,"CDS"
"chr2",169992773,169993173,401,"*",4,"intron"
"chr2",170027689,170028089,401,"*",5,"intron"
"chr2",170139462,170139862,401,"*",2,"intergenic"
"chr2",170212498,170212898,401,"*",14,"intron"
"chr2",170242975,170243375,401,"*",7,"intron"
"chr2",170350942,170351342,401,"*",5,"promoter"
"chr2",170379263,170379663,401,"*",5,"intron"
"chr2",170455203,170455603,401,"*",6,"intron"
"chr2",170925601,170926001,401,"*",6,"intergenic"
"chr2",170935776,170936176,401,"*",7,"intron"
"chr2",170937829,170938229,401,"*",6,"intron"
"chr2",170948228,170948628,401,"*",14,"threeUTR"
"chr2",170950011,170950411,401,"*",8,"promoter"
"chr2",170957428,170957828,401,"*",8,"intron"
"chr2",170992770,170993170,401,"*",17,"threeUTR"
"chr2",170993490,170993890,401,"*",204,"threeUTR"
"chr2",170995203,170995603,401,"*",6,"intron"
"chr2",171000417,171000817,401,"*",9,"intron"
"chr2",171002271,171002671,401,"*",11,"intron"
"chr2",171006907,171007307,401,"*",9,"threeUTR"
"chr2",171010006,171010406,401,"*",4,"intron"
"chr2",171023608,171024008,401,"*",8,"intron"
"chr2",171032137,171032537,401,"*",4,"intron"
"chr2",171035534,171035934,401,"*",4,"intron"
"chr2",171087993,171088393,401,"*",4,"intron"
"chr2",171116932,171117332,401,"*",4,"intron"
"chr2",171135312,171135712,401,"*",4,"intron"
"chr2",171137365,171137765,401,"*",8,"intron"
"chr2",171152186,171152586,401,"*",4,"intron"
"chr2",171297954,171298354,401,"*",4,"intergenic"
"chr2",171320371,171320771,401,"*",5,"threeUTR"
"chr2",171320418,171320818,401,"*",11,"threeUTR"
"chr2",171397531,171397931,401,"*",6,"intron"
"chr2",171501687,171502087,401,"*",15,"intergenic"
"chr2",171517620,171518020,401,"*",103281,"promoter"
"chr2",171525787,171526187,401,"*",5,"intron"
"chr2",171533667,171534067,401,"*",4,"intron"
"chr2",171547877,171548277,401,"*",6,"intron"
"chr2",171554693,171555093,401,"*",24,"threeUTR"
"chr2",171770834,171771234,401,"*",7,"intergenic"
"chr2",171772859,171773259,401,"*",5,"intergenic"
"chr2",171772950,171773350,401,"*",5,"intergenic"
"chr2",171781421,171781821,401,"*",5,"intergenic"
"chr2",171816010,171816410,401,"*",5,"intron"
"chr2",171928761,171929161,401,"*",5,"intron"
"chr2",171945239,171945639,401,"*",6,"intron"
"chr2",172009680,172010080,401,"*",4,"intron"
"chr2",172063967,172064367,401,"*",4,"exon"
"chr2",172546475,172546875,401,"*",5,"intron"
"chr2",172552702,172553102,401,"*",8,"exon"
"chr2",172595796,172596196,401,"*",11,"threeUTR"
"chr2",172598026,172598426,401,"*",28,"threeUTR"
"chr2",172599367,172599767,401,"*",8,"threeUTR"
"chr2",172611572,172611972,401,"*",5,"intergenic"
"chr2",172975032,172975432,401,"*",12,"intron"
"chr2",173075361,173075761,401,"*",13,"promoter"
"chr2",173220893,173221293,401,"*",11,"CDS"
"chr2",173224772,173225172,401,"*",5,"threeUTR"
"chr2",173907927,173908327,401,"*",5,"threeUTR"
"chr2",173908447,173908847,401,"*",7,"threeUTR"
"chr2",173912927,173913327,401,"*",10,"CDS"
"chr2",173924165,173924565,401,"*",5,"intron"
"chr2",173936546,173936946,401,"*",14,"intron"
"chr2",173949905,173950305,401,"*",11,"intron"
"chr2",173951468,173951868,401,"*",4,"intron"
"chr2",174078007,174078407,401,"*",4,"intron"
"chr2",174153302,174153702,401,"*",5,"intron"
"chr2",174195027,174195427,401,"*",4,"intron"
"chr2",174248132,174248532,401,"*",1200,"promoter"
"chr2",174353140,174353540,401,"*",4,"intron"
"chr2",174378860,174379260,401,"*",12,"CDS"
"chr2",174378973,174379373,401,"*",4,"CDS"
"chr2",174394876,174395276,401,"*",5,"proximal"
"chr2",174398123,174398523,401,"*",8,"promoter"
"chr2",174400941,174401341,401,"*",5,"CDS"
"chr2",174420935,174421335,401,"*",4,"intron"
"chr2",174561084,174561484,401,"*",27,"threeUTR"
"chr2",174571011,174571411,401,"*",5,"proximal"
"chr2",174575105,174575505,401,"*",33,"promoter"
"chr2",174608589,174608989,401,"*",4,"intron"
"chr2",174682530,174682930,401,"*",69,"promoter"
"chr2",175028232,175028632,401,"*",6,"intergenic"
"chr2",175071696,175072096,401,"*",5,"intergenic"
"chr2",175090217,175090617,401,"*",5,"intron"
"chr2",175131797,175132197,401,"*",6,"intron"
"chr2",175964468,175964868,401,"*",9,"fiveUTR"
"chr2",176091792,176092192,401,"*",7,"proximal"
"chr2",176278533,176278933,401,"*",5,"intron"
"chr2",176299082,176299482,401,"*",6,"intron"
"chr2",176324571,176324971,401,"*",4,"intron"
"chr2",176324658,176325058,401,"*",4,"intron"
"chr2",176324743,176325143,401,"*",4,"intron"
"chr2",176996943,176997343,401,"*",6,"intron"
"chr2",177221299,177221699,401,"*",40,"threeUTR"
"chr2",177228555,177228955,401,"*",7,"intron"
"chr2",177229041,177229441,401,"*",4,"promoter"
"chr2",177231608,177232008,401,"*",11,"threeUTR"
"chr2",177231701,177232101,401,"*",11,"threeUTR"
"chr2",177305009,177305409,401,"*",6,"proximal"
"chr2",177335599,177335999,401,"*",5,"intron"
"chr2",177425546,177425946,401,"*",4,"intron"
"chr2",177467446,177467846,401,"*",5,"intron"
"chr2",177916485,177916885,401,"*",7,"intron"
"chr2",178439132,178439532,401,"*",4,"proximal"
"chr2",178494675,178495075,401,"*",7,"proximal"
"chr2",178523250,178523650,401,"*",5,"promoter"
"chr2",178540092,178540492,401,"*",6,"promoter"
"chr2",178560484,178560884,401,"*",8,"CDS"
"chr2",178560546,178560946,401,"*",8,"CDS"
"chr2",178566374,178566774,401,"*",6,"CDS"
"chr2",178566478,178566878,401,"*",6,"CDS"
"chr2",178567051,178567451,401,"*",8,"CDS"
"chr2",178569076,178569476,401,"*",6,"CDS"
"chr2",178599072,178599472,401,"*",11,"promoter"
"chr2",178611245,178611645,401,"*",10,"CDS"
"chr2",178612923,178613323,401,"*",21,"CDS"
"chr2",179176295,179176695,401,"*",14,"CDS"
"chr2",179176471,179176871,401,"*",14,"CDS"
"chr2",180858898,180859298,401,"*",7,"intron"
"chr2",180871621,180872021,401,"*",5,"intron"
"chr2",181473764,181474164,401,"*",5,"intron"
"chr2",181488826,181489226,401,"*",5,"intron"
"chr2",181496338,181496738,401,"*",5,"intron"
"chr2",181497266,181497666,401,"*",16,"proximal"
"chr2",181501530,181501930,401,"*",8,"intron"
"chr2",181510924,181511324,401,"*",6,"intron"
"chr2",181536358,181536758,401,"*",18,"threeUTR"
"chr2",181923857,181924257,401,"*",7,"intron"
"chr2",182781804,182782204,401,"*",6,"threeUTR"
"chr2",182853785,182854185,401,"*",6,"intron"
"chr2",183155289,183155689,401,"*",4,"intron"
"chr2",184499583,184499983,401,"*",11,"intergenic"
"chr2",184614417,184614817,401,"*",11,"intron"
"chr2",184620118,184620518,401,"*",12,"intron"
"chr2",184647104,184647504,401,"*",5,"intron"
"chr2",184785676,184786076,401,"*",4,"intron"
"chr2",185769816,185770216,401,"*",6,"intron"
"chr2",185880062,185880462,401,"*",7,"intergenic"
"chr2",185949133,185949533,401,"*",17,"intergenic"
"chr2",186033559,186033959,401,"*",13,"exon"
"chr2",186111993,186112393,401,"*",9,"intron"
"chr2",186130421,186130821,401,"*",8,"intron"
"chr2",186148581,186148981,401,"*",6,"intron"
"chr2",186189361,186189761,401,"*",7,"intron"
"chr2",186283545,186283945,401,"*",6,"intron"
"chr2",186343682,186344082,401,"*",5,"intron"
"chr2",186377726,186378126,401,"*",6,"intron"
"chr2",186379528,186379928,401,"*",12,"intron"
"chr2",186383982,186384382,401,"*",8,"intron"
"chr2",186400329,186400729,401,"*",4,"intron"
"chr2",186495060,186495460,401,"*",5,"CDS"
"chr2",186507046,186507446,401,"*",10,"CDS"
"chr2",186635673,186636073,401,"*",4,"intron"
"chr2",186666225,186666625,401,"*",8,"exon"
"chr2",186666433,186666833,401,"*",8,"proximal"
"chr2",186678720,186679120,401,"*",9,"threeUTR"
"chr2",186679005,186679405,401,"*",16,"threeUTR"
"chr2",187405945,187406345,401,"*",8,"intron"
"chr2",189452612,189453012,401,"*",6,"intron"
"chr2",189459053,189459453,401,"*",4,"threeUTR"
"chr2",189667145,189667545,401,"*",5,"CDS"
"chr2",189674183,189674583,401,"*",34,"promoter"
"chr2",189755107,189755507,401,"*",9,"fiveUTR"
"chr2",189770864,189771264,401,"*",6,"threeUTR"
"chr2",189783473,189783873,401,"*",17,"promoter"
"chr2",189784967,189785367,401,"*",4,"proximal"
"chr2",189867845,189868245,401,"*",12,"threeUTR"
"chr2",190195952,190196352,401,"*",4,"intron"
"chr2",190209814,190210214,401,"*",5,"intron"
"chr2",190210695,190211095,401,"*",12,"intron"
"chr2",190237581,190237981,401,"*",11,"intron"
"chr2",190249096,190249496,401,"*",11,"intron"
"chr2",190473889,190474289,401,"*",4,"intron"
"chr2",190508134,190508534,401,"*",4,"threeUTR"
"chr2",190515359,190515759,401,"*",4,"intron"
"chr2",190654349,190654749,401,"*",6,"intron"
"chr2",190655343,190655743,401,"*",2,"intron"
"chr2",190658780,190659180,401,"*",4,"promoter"
"chr2",190691030,190691430,401,"*",8,"proximal"
"chr2",190692075,190692475,401,"*",10,"threeUTR"
"chr2",190887692,190888092,401,"*",9,"intron"
"chr2",190919520,190919920,401,"*",12,"proximal"
"chr2",190933297,190933697,401,"*",4,"threeUTR"
"chr2",190933585,190933985,401,"*",7,"threeUTR"
"chr2",190933688,190934088,401,"*",4,"threeUTR"
"chr2",190936794,190937194,401,"*",11,"intron"
"chr2",190950965,190951365,401,"*",4,"intron"
"chr2",190961411,190961811,401,"*",10,"intron"
"chr2",190962972,190963372,401,"*",5,"threeUTR"
"chr2",190963597,190963997,401,"*",9,"threeUTR"
"chr2",190970707,190971107,401,"*",4,"threeUTR"
"chr2",190982341,190982741,401,"*",11,"threeUTR"
"chr2",191013210,191013610,401,"*",22,"fiveUTR"
"chr2",191020477,191020877,401,"*",115,"promoter"
"chr2",191151036,191151436,401,"*",37,"promoter"
"chr2",191245008,191245408,401,"*",227,"promoter"
"chr2",191524971,191525371,401,"*",4,"intergenic"
"chr2",191756557,191756957,401,"*",4,"intergenic"
"chr2",195643954,195644354,401,"*",8,"intron"
"chr2",195657953,195658353,401,"*",40,"exon"
"chr2",195658137,195658537,401,"*",43,"exon"
"chr2",195756829,195757229,401,"*",4,"proximal"
"chr2",196068766,196069166,401,"*",4,"promoter"
"chr2",196134197,196134597,401,"*",26,"threeUTR"
"chr2",196139520,196139920,401,"*",22,"CDS"
"chr2",196147447,196147847,401,"*",8,"intron"
"chr2",196149662,196150062,401,"*",5,"intron"
"chr2",196214751,196215151,401,"*",5,"intron"
"chr2",196227913,196228313,401,"*",22,"threeUTR"
"chr2",196275291,196275691,401,"*",6,"intron"
"chr2",196309216,196309616,401,"*",8,"intron"
"chr2",196316874,196317274,401,"*",4,"threeUTR"
"chr2",196318401,196318801,401,"*",13,"promoter"
"chr2",196325284,196325684,401,"*",4,"intron"
"chr2",196328462,196328862,401,"*",6,"intron"
"chr2",196720236,196720636,401,"*",6,"threeUTR"
"chr2",196786820,196787220,401,"*",10,"intron"
"chr2",196892266,196892666,401,"*",4,"threeUTR"
"chr2",196988602,196989002,401,"*",5,"threeUTR"
"chr2",197000101,197000501,401,"*",14,"CDS"
"chr2",197007348,197007748,401,"*",7,"intron"
"chr2",197017429,197017829,401,"*",14,"intron"
"chr2",197018926,197019326,401,"*",7,"intron"
"chr2",197070664,197071064,401,"*",10,"intron"
"chr2",197090280,197090680,401,"*",7,"intron"
"chr2",197097430,197097830,401,"*",5,"intron"
"chr2",197130526,197130926,401,"*",5,"intron"
"chr2",197133950,197134350,401,"*",5,"exon"
"chr2",197142341,197142741,401,"*",4,"intron"
"chr2",197152236,197152636,401,"*",4,"intron"
"chr2",197228099,197228499,401,"*",6,"intron"
"chr2",197228203,197228603,401,"*",6,"intron"
"chr2",197248914,197249314,401,"*",4,"intron"
"chr2",197255157,197255557,401,"*",4,"intron"
"chr2",197270109,197270509,401,"*",4,"intron"
"chr2",197292879,197293279,401,"*",7,"intron"
"chr2",197296641,197297041,401,"*",4,"intron"
"chr2",197392309,197392709,401,"*",29,"threeUTR"
"chr2",197393091,197393491,401,"*",6,"promoter"
"chr2",197401653,197402053,401,"*",53,"threeUTR"
"chr2",197402154,197402554,401,"*",7,"promoter"
"chr2",197422878,197423278,401,"*",4,"intron"
"chr2",197424449,197424849,401,"*",13,"intron"
"chr2",197488203,197488603,401,"*",93,"threeUTR"
"chr2",197488716,197489116,401,"*",31,"threeUTR"
"chr2",197489123,197489523,401,"*",28,"threeUTR"
"chr2",197516281,197516681,401,"*",4,"promoter"
"chr2",197529487,197529887,401,"*",5,"intron"
"chr2",197539818,197540218,401,"*",9,"fiveUTR"
"chr2",197539975,197540375,401,"*",9,"fiveUTR"
"chr2",197551109,197551509,401,"*",6,"threeUTR"
"chr2",198164545,198164945,401,"*",5,"intron"
"chr2",199276611,199277011,401,"*",4,"intron"
"chr2",199536719,199537119,401,"*",6,"intergenic"
"chr2",199902941,199903341,401,"*",7,"intron"
"chr2",199926226,199926626,401,"*",8,"threeUTR"
"chr2",199935963,199936363,401,"*",4,"threeUTR"
"chr2",199954993,199955393,401,"*",6,"promoter"
"chr2",200305845,200306245,401,"*",5,"promoter"
"chr2",200571610,200572010,401,"*",26,"CDS"
"chr2",200573035,200573435,401,"*",13,"CDS"
"chr2",200811535,200811935,401,"*",1112,"promoter"
"chr2",200816993,200817393,401,"*",3,"proximal"
"chr2",200861353,200861753,401,"*",10,"proximal"
"chr2",200861474,200861874,401,"*",36,"proximal"
"chr2",200883007,200883407,401,"*",18,"proximal"
"chr2",200888934,200889334,401,"*",345,"promoter"
"chr2",200904040,200904440,401,"*",5,"intergenic"
"chr2",200915204,200915604,401,"*",5,"intron"
"chr2",200915284,200915684,401,"*",5,"intron"
"chr2",200962795,200963195,401,"*",7,"promoter"
"chr2",200977467,200977867,401,"*",8,"threeUTR"
"chr2",201060890,201061290,401,"*",5,"intron"
"chr2",201063070,201063470,401,"*",5,"promoter"
"chr2",201071229,201071629,401,"*",76,"promoter"
"chr2",201129601,201130001,401,"*",1297,"promoter"
"chr2",201140062,201140462,401,"*",15,"promoter"
"chr2",201161053,201161453,401,"*",7,"intron"
"chr2",201171177,201171577,401,"*",4,"threeUTR"
"chr2",201274627,201275027,401,"*",8,"CDS"
"chr2",201403499,201403899,401,"*",7,"intron"
"chr2",201450933,201451333,401,"*",10,"proximal"
"chr2",201451109,201451509,401,"*",238,"promoter"
"chr2",201524664,201525064,401,"*",4,"intron"
"chr2",202232936,202233336,401,"*",5,"intron"
"chr2",202283935,202284335,401,"*",5,"proximal"
"chr2",202287635,202288035,401,"*",4,"CDS"
"chr2",202297365,202297765,401,"*",33,"threeUTR"
"chr2",202350306,202350706,401,"*",4,"intergenic"
"chr2",202374830,202375230,401,"*",8,"exon"
"chr2",202433681,202434081,401,"*",5,"intron"
"chr2",202472532,202472932,401,"*",5,"intron"
"chr2",202532455,202532855,401,"*",2,"CDS"
"chr2",202542269,202542669,401,"*",6,"CDS"
"chr2",202555085,202555485,401,"*",59,"CDS"
"chr2",202645547,202645947,401,"*",10,"intron"
"chr2",202766814,202767214,401,"*",15,"threeUTR"
"chr2",202784727,202785127,401,"*",4,"intron"
"chr2",203093527,203093927,401,"*",7,"intron"
"chr2",203096514,203096914,401,"*",7,"intron"
"chr2",203193764,203194164,401,"*",10,"threeUTR"
"chr2",203218413,203218813,401,"*",4,"threeUTR"
"chr2",203238677,203239077,401,"*",149,"promoter"
"chr2",203341182,203341582,401,"*",5,"intron"
"chr2",203380694,203381094,401,"*",5,"intron"
"chr2",203390305,203390705,401,"*",5,"proximal"
"chr2",203438873,203439273,401,"*",8,"threeUTR"
"chr2",204275269,204275669,401,"*",6,"intergenic"
"chr2",205998712,205999112,401,"*",55,"threeUTR"
"chr2",206001364,206001764,401,"*",5,"threeUTR"
"chr2",206028049,206028449,401,"*",8,"CDS"
"chr2",206130954,206131354,401,"*",4,"intron"
"chr2",206159990,206160390,401,"*",38,"promoter"
"chr2",206257539,206257939,401,"*",4,"intron"
"chr2",206286156,206286556,401,"*",8,"intron"
"chr2",206301011,206301411,401,"*",4,"intron"
"chr2",206307202,206307602,401,"*",14,"threeUTR"
